rank,programme_name,institution,job_title,employer_sector,location,job_url,hybrid_score,semantic_score,top_skill_gaps
10,Artificial intelligence,Kaunas University of Technology,Machine Learning Engineer - Lithuania,,"Vilnius, Vilniaus, Lithuania (Hybrid)",https://www.linkedin.com/jobs/view/4369666699/?eBP=CwEAAAGdXVTsvR5DBFDIdaENp9Kz05Zx0LpvJE7P8CNZDnvu4tVrHTA2S_-KzE3qZr5euHXYlKPV8vzElV74_9oboFCancFeTHrS_R3FEx0JikWakQtDFmze_GBGHxZuuID7TWRHG7iiVQH9VK5aHN3J7dVyvff73fprBapgvlTe55WaxecXpoRS1NAAg-erWcy27enP3rYySSOtmRKRDn08vCWvir8Rf4J7hyNXrGNoilS2SJ-LQlAHLikIKijPnKxhOzZJMrBxDKNo0dHitF2MGJtgtFVhUDNifmIQkxBLAoDfqsACcb8h30X1_s0rB6SNwPjqwE9zGDFkQdQTMTuPecXwyMsvTqTn85jqMkdXqDFjndFgVST49rotLNtBovdNDOg4OIyb6QzMfDON8j9UbTq15TUS706ZhlqNawLYxWLfgeCL58ZC7Cartd14wO12nx-DlMze1RuSDnl5hCvf2u8VoRDQ6W9VtKi4yRIh8bxD6RRgtrd4XM3WtdxX_AIylOSB64QbZfy7PaCKj75FckDDZ5oAzhFw&refId=rvvLPRm9HMLC13GVbfiruQ%3D%3D&trackingId=mu69CVJdQShpf9JMSNsXKA%3D%3D&trk=flagship3_search_srp_jobs,0.2626,0.4704,ML (computer programming); business intelligence; Computer Assisted Language Learning; data science; Python (computer programming); lead others; Scratch (computer programming); data warehouse; DevOps; perform warehousing operations
1,Information and Communication Technologies,Vilnius Gediminas Technical University,Integration / Automation Engineer,,Vilnius,https://en.cvbankas.lt/integration-automation-engineer-vilniuje/1-13740891,0.2141,0.4814,"SQL; Python (computer programming); trademarks; business processes; Java (computer programming); JavaScript; logic; troubleshoot; data extraction, transformation and loading tools"
2,Information and Communication Technologies,Vilnius Gediminas Technical University,.NET Developer,,Kaunas,https://en.cvbankas.lt/net-developer-kaune/1-13546657,0.1664,0.5242,style sheet languages; ICT project management methodologies; SQL; SQL Server; web services; business processes; environmental engineering; JavaScript; financial management
3,Information and Communication Technologies,Vilnius Gediminas Technical University,Jaunesnysis IT inžinierius,,Vilnius,https://en.cvbankas.lt/jaunesnysis-it-inzinierius-vilniuje/1-13409158,0.1543,0.4711,troubleshoot; maintain equipment; Polish; asset management; delegate responsibilities; cyber security; business processes; solve problems; accounting; Assembly (computer programming)
4,Information and Communication Technologies,Vilnius Gediminas Technical University,PROGRAMUOTOJAS (-A) (PASTATŲ VALDYMAS),,Vilnius,https://en.cvbankas.lt/programuotojas-a-pastatu-valdymas-vilniuje/1-13540655,0.1472,0.4956,logic; electricity; programmable logic controller; ICT system integration
5,Information and Communication Technologies,Vilnius Gediminas Technical University,IT inžinierius (-ė),,Kaunas,https://en.cvbankas.lt/it-inzinierius-e-kaune/1-13753731,0.1427,0.4932,solve technical problems; troubleshoot; maintain equipment; computer equipment; accounting; electrical equipment components; manufacturing processes; cyber security; data protection; solve problems
6,Information and Communication Technologies,Vilnius Gediminas Technical University,Telekomunikacijų specialistas – bazinių stočių montuotojas LIETUVA,,Vilnius,https://en.cvbankas.lt/telekomunikaciju-specialistas-baziniu-stociu-montuotojas-lietuva-vilniuje/1-13540245,0.1304,0.4918,history; procurement of ICT network equipment; electrical engineering; have computer literacy; maintain equipment; work in teams; team building; perform project management; assume responsibility
7,Information and Communication Technologies,Vilnius Gediminas Technical University,Tinklų architektas (-ė),,Vilnius,https://en.cvbankas.lt/tinklu-architektas-e-vilniuje/1-13768335,0.1119,0.5172,work in teams; migration; cloud technologies; network engineering; provide technical documentation; manage time; cyber security; business processes; work independently; transportation engineering
8,Information and Communication Technologies,Vilnius Gediminas Technical University,IT Support Engineer,,Vilnius,https://en.cvbankas.lt/it-support-engineer-vilniuje/1-13176664,0.1087,0.4796,troubleshoot
9,Information and Communication Technologies,Vilnius Gediminas Technical University,IT PRIEŽIŪROS SPECIALISTĖ (-AS) (MONITORINGO KOMANDOJE),,Vilnius,https://en.cvbankas.lt/it-prieziuros-specialiste-as-monitoringo-komandoje-vilniuje/1-13714587,0.1028,0.4724,assume responsibility; ICT project management methodologies; develop strategy to solve problems; manage schedule of tasks; cope with stress; make data-driven decisions; apply change management; lead others; SQL; electricity
10,Information and Communication Technologies,Vilnius Gediminas Technical University,"IT projektų vadovė (-as) (IT / OT, ICS / SCADA sritis)",,Vilnius,https://en.cvbankas.lt/it-projektu-vadove-as-it-ot-ics-scada-sritis-vilniuje/1-13640803,0.102,0.5154,integrated circuits; control systems; ICT project management methodologies; apply change management; job market offers; cyber security; business processes; solve problems
1,Information Technologies,Vilnius University,IT Sistemų administratorius (-ė),,Alytus,https://en.cvbankas.lt/it-sistemu-administratorius-e-alytuje/1-13705077,0.2513,0.5546,SQL; digitization; work in teams
2,Information Technologies,Vilnius University,IT PASLAUGŲ VALDYMO ANALITIKĖ (-AS),,Vilnius,https://en.cvbankas.lt/it-paslaugu-valdymo-analitike-as-vilniuje/1-13760149,0.244,0.5774,DevOps; communication; knowledge base; report facts; patents; make decisions; solve problems; think analytically
3,Information Technologies,Vilnius University,System Analyst (IT department),,Vilnius,https://en.cvbankas.lt/system-analyst-it-department-vilniuje/1-13759517,0.1876,0.5545,SQL; communication; design principles; web services; show commitment; ICT project management methodologies; DevOps; cooperate with colleagues
4,Information Technologies,Vilnius University,Vyr. sistemų analitikas (-ė) (NTR modernizavimui),,Vilnius,https://en.cvbankas.lt/vyr-sistemu-analitikas-e-ntr-modernizavimui-vilniuje/1-13768673,0.1869,0.5805,morality; manage time; work in teams; provide technical documentation; accounting; create solutions to problems; assume responsibility; demonstrate curiosity; plan; develop strategy to solve problems
5,Information Technologies,Vilnius University,IT SUPPORTER with development opportunity in Data Integration,,Marijampolė,https://en.cvbankas.lt/it-supporter-with-development-opportunity-in-data-integration-marijampoleje/1-13685295,0.1689,0.5838,troubleshoot; computer science; operating systems; environmental engineering; lead others; electronic communication; personal development; interact verbally in Lithuanian; assume responsibility
6,Information Technologies,Vilnius University,Programų priežiūros administratorius (-ė),,Kaunas,https://en.cvbankas.lt/programu-prieziuros-administratorius-e-kaune/1-13656395,0.1686,0.5523,SQL; plan; team building; troubleshoot; manage time; assume responsibility; solve problems; think analytically
7,Information Technologies,Vilnius University,Duomenų analitikas (-ė) - inžinierius (-ė),,Kaunas,https://en.cvbankas.lt/duomenu-analitikas-e-inzinierius-e-kaune/1-13743279,0.1574,0.5518,"SQL; data extraction, transformation and loading tools; think analytically"
8,Information Technologies,Vilnius University,SAP DATA Services Developer with verification,,"Vilnius, Vilniaus, Lithuania (Remote)",https://www.linkedin.com/jobs/view/4390914503/?eBP=CwEAAAGdXVTxFcI6g9hH53N1HLbm8qUIlDCF29qdU73aSnKw2A9Sm0OKg4wH1WUAV60u3dhjnQkze7yyqC8OEFvq91eR0kmqJg2F9SZgBy-P0l_zmfETpFkq7EO-iFmTiW0lQC6yfMwoTMijJbMFzdQlKLaeJpq-M-k8CYM61f7srpH_zkGA7_ZRru4Kzhvn1PSdxJCJq5jSve_PRB9Beni0IliEe8GgTy8tBCz9opPwsSievwfmSWA0FCFyh_TXiVZRcgT4mjCCpPSi36AtP-2FA3uN6prNDU3tolKpvnY0vmtulhj6BUoWYmPeBB1H_jeY849GGS1D0CpyEzazZLt54NP9bRVV-gtaUWujPp9BGT73-wQGvj4NktTMBrr8XjZnRWa0NHHbGBnv9Thh98ifEFRjhVxb8ztaftEHHQfaBDX9nCYY0T_7brNhqeOe4R5wZXX1Pay8S4S7UwG0SJxjQTxoL12iGaa1GUEZC1PE-oL8kZJ4sHR4OmKC3avjeXcVrsqxpKnpmsdCamYtX3BNMR_EowrEaFmIY5Sr9w&refId=8E32x5IjZ%2BhE0AVcGSKhpw%3D%3D&trackingId=sAoLzTehYU0i6vxN8a7ZUw%3D%3D&trk=flagship3_search_srp_jobs,0.1347,0.5535,"data extraction, transformation and loading tools; communication; SQL; computer science; migration; robotics; SAP Data Services; Polish; acoustics; Swedish"
9,Information Technologies,Vilnius University,OSINT Specialistas,,Vilnius,https://en.cvbankas.lt/osint-specialistas-vilniuje/1-13474247,0.1308,0.5578,Maltego; Polish; social sciences; risk management; Python (computer programming); cyber security; manage time
10,Information Technologies,Vilnius University,IT Support Engineer,,Vilnius,https://en.cvbankas.lt/it-support-engineer-vilniuje/1-13176664,0.125,0.5457,troubleshoot
1,Informatics,Kaunas University of Technology,IT sistemų administratorius (-ė),,Vilnius,https://en.cvbankas.lt/it-sistemu-administratorius-e-vilniuje/1-13756627,0.2607,0.5254,think analytically; manage time; assume responsibility; network standards; electrical equipment components; mechanical systems; data warehouse; data analytics; perform warehousing operations; consultation
2,Informatics,Kaunas University of Technology,AI Engineer (Applied AI) with verification,,"Vilnius, Vilniaus, Lithuania (Hybrid)",https://www.linkedin.com/jobs/view/4354609788/?eBP=CwEAAAGdXU_3Lpjva5gehuwkyxZOOeCMBLNABZouwvt95moQqldkZj82d9MFxAibHKwvHcRydrXa6rtBTFPsNBV4zX_5A9KyNJf_-ofgUfq-YZy77hlw36EosJqJdYRk9kmsGtqraQU9QmeTS5B89rNfVK9JUwgH9JOInDbgeM7epx921DQd72SXaWo1M0sb7HPrANFJ8FeiSgJOGh6xnkYWXMiBHEXNBJAecBgWS__K1NYvsYF60BZMbiTaH_Fm_SaXOiAcdqqFCab_EOtkdZzXKLDlT-W5wJSMXMeTqBv0slR8E8kDATovomB-czBgotIfWw9P9QX5o2s3qOh9QNMYse5ipOuzs1PSB2z1LQ3vhmi-GmGjkSX-MNTAPOgg2fRDV8aFmuACRRT6zWk8hRzE0XZd-FYmj-XKmqo9Veo0dJ62XkYlmgHz8aSHlLU9FV4-GypB9bSK156pWGRrTqxwjjyRrbfPWrduFwS0Rf7o30kJlFxUrKo8awCgQca5ifXdmZIc2QR8EekFCC7YSUkcjXohNje0D35mC3QLNQ&refId=wk4fVenEURubDB1Ehtm5HQ%3D%3D&trackingId=t02SStjRfp6kvPP77%2BKNiw%3D%3D&trk=flagship3_search_srp_jobs,0.1651,0.4965,dies; Python (computer programming); assume responsibility
3,Informatics,Kaunas University of Technology,IT INFRASTRUKTŪROS ADMINISTRATORIUS (-Ė),,Klaipėda,https://en.cvbankas.lt/it-infrastrukturos-administratorius-e-klaipedoje/1-13736439,0.1582,0.5163,accounting; troubleshoot; database; manage closed-circuit television system; assume responsibility; make decisions; make independent operating decisions; renewable energy; manage digital documents; digital identity management
4,Informatics,Kaunas University of Technology,Vyriausiasis (-oji) duomenų inžinierius (-ė),,Vilnius,https://en.cvbankas.lt/vyriausiasis-oji-duomenu-inzinierius-e-vilniuje/1-13752215,0.143,0.4997,"migration; data models; Python (computer programming); data extraction, transformation and loading tools; SQL; data engineering; business intelligence; information architecture; SQL Server; data warehouse"
5,Informatics,Kaunas University of Technology,DevOps and Cloud Engineer,,"Kaunas, Kaunas, Lithuania",https://www.linkedin.com/jobs/view/4387402181/?eBP=CwEAAAGdXVJzL3zb3qq3YKLU8yyFMsWaz6tWTfyW8Y0sXjol4QoUgIWYqlZjYtXDEXj95Lu9P0cqs4f6VcAc3zcmQ2-F3CGjLw0JYaahXxzLZ8QDERouaF9lG-fSyd7OcsyzSo54TWmAAsUukcJNHQyzYZbB-t3mHVXpkIQWBNT2QgPkgrb-YQSzTOvbQ4OL0N_SCQ0DsKAH9HxbBbl0lfeeLNJIHMGGGPUvAnyLzy9YjBxTNgwJsZGK9ammlfywoZZERcvlOk5Vm8Ihc0I3wfOkNLv32v8TwyyVauA-ybqS2ZpxON1RX6qi8TtwaTyQCumOzA1sVvPEsfyQ5cI9rF6BKYmp0oaGmnb2DkW9V1EXWMrz17NT1_viTFITxvndmKvMEWNkiLdPNKD-eTVXoDSuyddSxkiVHH7_h1lN1Yh4oo8lpomCndN5Ig3E_ocuzo094krKWPnGKw47-SHGU3mpxJGvXE7q4j4kM1DllhPXhK_hWMCY3OZKjwViNl8VL8sd84n1Lz1AimmWhfTMyMJPoEllfj0e2tJDQuFmU8Kd&refId=9cGkUbOOhOKqDBgZIBV0VQ%3D%3D&trackingId=al3Ay%2F7mgk6FRgl5KDAqFA%3D%3D&trk=flagship3_search_srp_jobs,0.1415,0.521,DevOps; ICT project management methodologies; computer programming; troubleshoot; Jenkins (tools for software configuration management); Python (computer programming); implement ICT recovery system; Puppet (tools for software configuration management); customer relationship management; real estate market
6,Informatics,Kaunas University of Technology,Duomenų inžinierius (-ė) – analitikas (-ė),,Kaunas,https://en.cvbankas.lt/duomenu-inzinierius-e-analitikas-e-kaune/1-13706283,0.122,0.5053,"SQL Server; data extraction, transformation and loading tools; data warehouse; data analytics; data models; Python (computer programming); apply information security policies; perform warehousing operations; assume responsibility; interact verbally in English"
7,Informatics,Kaunas University of Technology,MLOps engineer with expertise in Ray and Kubeflow vLLM SkyPikot on kubernetes,,Work from home,https://en.cvbankas.lt/mlops-engineer-with-expertise-in-ray-and-kubeflow-vllm-skypikot-on-kubernetes-darbas-namuose/1-13742747,0.1152,0.5157,artificial neural networks; machine learning; distributed computing; ML (computer programming)
8,Informatics,Kaunas University of Technology,Infrastructure Automation Engineer (Linux / DevOps),,Kaunas,https://en.cvbankas.lt/infrastructure-automation-engineer-linux-devops-kaune/1-13755285,0.1135,0.5047,Python (computer programming); DevOps; tools for software configuration management; computer programming; ICT project management methodologies; troubleshoot; Jenkins (tools for software configuration management); implement ICT recovery system; web application security threats; building automation
9,Informatics,Kaunas University of Technology,IT Support Engineer,,Vilnius,https://en.cvbankas.lt/it-support-engineer-vilniuje/1-13176664,0.1102,0.5079,troubleshoot
10,Informatics,Kaunas University of Technology,Tinklų architektas (-ė),,Vilnius,https://en.cvbankas.lt/tinklu-architektas-e-vilniuje/1-13768335,0.1011,0.5354,work in teams; migration; provide technical documentation; manage time; network engineering; transportation engineering; make decisions; consultation; economics; troubleshoot
1,Informatics,Klaipėda University,IT ADMINISTRATORIUS (-Ė),,Klaipėda,https://en.cvbankas.lt/it-administratorius-e-klaipedoje/1-13759179,0.3281,0.4827,customer relationship management; troubleshoot; accounting; mechanical systems; manage time
2,Informatics,Klaipėda University,Senior / Mid Software Engineer (.NET / Delphi) I Teltonika Security,,Vilnius,https://en.cvbankas.lt/senior-mid-software-engineer-net-delphi-i-teltonika-security-vilniuje/1-13750671,0.2358,0.5413,C#; firmware; migration; program firmware; Pascal (computer programming); lead others; demonstrate curiosity; industrial research and development
3,Informatics,Klaipėda University,SENIOR ERP SISTEMŲ (JAVA/KITA KALBA) PROGRAMUOTOJAS,,Kaunas,https://en.cvbankas.lt/senior-erp-sistemu-java-kita-kalba-programuotojas-kaune/1-13753585,0.2266,0.538,PostgreSQL; SQL Server; customer relationship management; cloud technologies; tools for software configuration management; SQL; ICT project management methodologies; Scala; think innovatively
4,Informatics,Klaipėda University,DATA ENGINEER with verification,,Lithuania (Remote),https://www.linkedin.com/jobs/view/4328710459/?eBP=CwEAAAGdXVTxFfylTwn5FhVuExSS7O-QXtgOj66BYmJuT5ZfOGG6DXV-oxGHbbtbJgiMgw4aIbELH0z0XdfK0KxiiVLl5qoU_qaRDBIAtoH7rHeH63gx-MsOsG4jNF1YJz7qO6rHJrt4UXi6PklDI9PiknyDtc45vcS-SRwv9JsqlXcmnzIuMDQMAZrNjYRYwsaWOqxkSeTrgF0-7kSy0R4UUFQVnU3bJaoCFX8H53e-Ji-c6X1YoegRyKsZQIZxZKAQnimjF6Hc56yr8jj13jo8g8UvIdDQHACtd6sTRMgZa_9fZVUaMwmZhQdOgtsGMLC-j20oepaYXfUXBTIXvNuT28H8awvc3wmt3VIfqa9z3wDd79JuqGUPDdId2b1fsQhbsvdbGSj7aHxRfmqKSb1rQ92bDSswLi46M189lsUQyU11HAYoluucRLLjaIqqDrFG0k9FK8ou5gk5_VexVfZW_FIy7nRx_36ni7VgVlTD50VQWLiHl_p1yOOVyc6LzuEem6ITm887Tgmia67EAVVRRXvW5NAczFSpJp4tug&refId=8E32x5IjZ%2BhE0AVcGSKhpw%3D%3D&trackingId=XMB19EEnT64C5KFJO5HxtA%3D%3D&trk=flagship3_search_srp_jobs,0.1686,0.4964,"English; ICT project management methodologies; data extraction, transformation and loading tools; troubleshoot; data warehouse; data engineering; blueprints; Python (computer programming); perform warehousing operations; tools for software configuration management"
5,Informatics,Klaipėda University,Programuotojas / AI (DI) inžinierius,,Vilnius,https://en.cvbankas.lt/programuotojas-ai-di-inzinierius-vilniuje/1-13706229,0.1666,0.5032,logic; business processes; solution deployment; tools for software configuration management; SQL
6,Informatics,Klaipėda University,Join our team as a JUNIOR System Analyst!,,Work from home,https://en.cvbankas.lt/join-our-team-as-a-junior-system-analyst-darbas-namuose/1-13699867,0.1652,0.5076,English; design principles; meet deadlines; business processes; team building; improve business processes; apply information security policies; adopt ways to reduce pollution; manage time; schedule production
7,Informatics,Klaipėda University,MID ERP SISTEMŲ (JAVA/KITA KALBA) PROGRAMUOTOJAS,,Kaunas,https://en.cvbankas.lt/mid-erp-sistemu-java-kita-kalba-programuotojas-kaune/1-13753589,0.1606,0.4905,PostgreSQL; SQL Server; customer relationship management; tools for software configuration management; SQL; cloud technologies
